S,P,O1,O2,S_perf,P_perf,O1_perf,O2_perf,pos1,pos2,pos3,pos4,subject_id,trial,rt,decision_type,bonus,response,response_n,dec_OC,out_eng,dec_num_n,correct,init,age,sex,version
4,2,2,4,,,,,1,2,0,3,3pht4vg,78,1214.9000000003725,1,0.5,,1,1,2.5,1,1,PFS,16,W,B
4,2,2,4,,,,,1,2,0,3,3pht4vg,78,1861.800000000745,3,-0.5,,0,1,-0.5,2,1,PFS,16,W,B
5,5,3,3,,,,,0,1,3,2,3pht4vg,79,1353.8999999994412,3,0.5,,0,1,2.5,1,0,PFS,16,W,B
5,5,3,3,,,,,0,1,3,2,3pht4vg,79,1300.8999999994412,5,-0.5,,1,NA,3.5,2,1,PFS,16,W,B
3,2,6,4,,,,,2,0,1,3,3pht4vg,80,1544.1000000005588,1,-0.5,,0,1,-3.5,1,1,PFS,16,W,B
3,2,6,4,,,,,2,0,1,3,3pht4vg,80,885.0999999996275,5,0.5,,0,NA,-4.5,2,1,PFS,16,W,B
5,5,3,3,,,,,0,1,2,3,3pht4vg,81,1246,4,-0.5,,1,2,1.5,1,1,PFS,16,W,B
5,5,3,3,,,,,0,1,2,3,3pht4vg,81,980.8000000007451,1,-0.5,,1,1,1.5,2,1,PFS,16,W,B
4,1,6,5,,,,,0,2,1,3,3pht4vg,82,3017.300000000745,2,0.5,,0,2,-0.5,1,1,PFS,16,W,B
4,1,6,5,,,,,0,2,1,3,3pht4vg,82,1492.5,5,0.5,,0,NA,-5.5,2,1,PFS,16,W,B
5,4,4,6,,,,,3,0,1,2,3pht4vg,83,1390.699999999255,4,0.5,,0,2,-1.5,1,1,PFS,16,W,B
5,4,4,6,,,,,3,0,1,2,3pht4vg,83,1206.6000000014901,2,0.5,,0,2,-0.5,2,1,PFS,16,W,B
5,2,3,4,,,,,2,1,3,0,3pht4vg,84,976.9000000003725,5,0.5,,1,NA,0.5,1,1,PFS,16,W,B
5,2,3,4,,,,,2,1,3,0,3pht4vg,84,4628.700000001118,3,-0.5,,0,1,-1.5,2,1,PFS,16,W,B
4,4,6,4,,,,,3,1,2,0,3pht4vg,85,1749.7999999988824,4,0.5,,0,2,0.5,1,0,PFS,16,W,B
4,4,6,4,,,,,3,1,2,0,3pht4vg,85,789.4000000003725,5,0.5,,0,NA,-1.5,2,1,PFS,16,W,B
4,4,6,4,,,,,0,3,1,2,3pht4vg,86,2699.39999999851,2,0.5,,1,2,0.5,1,1,PFS,16,W,B
4,4,6,4,,,,,0,3,1,2,3pht4vg,86,754.6999999992549,5,-0.5,,0,NA,-2.5,2,1,PFS,16,W,B
4,3,4,5,,,,,1,0,3,2,3pht4vg,87,2531.800000000745,1,0.5,,0,1,0.5,1,0,PFS,16,W,B
4,3,4,5,,,,,1,0,3,2,3pht4vg,87,1127.2000000011176,4,0.5,,0,2,-1.5,2,1,PFS,16,W,B
5,3,4,2,,,,,1,2,3,0,3pht4vg,88,1406.5,2,-0.5,,1,2,2.5,1,1,PFS,16,W,B
5,3,4,2,,,,,1,2,3,0,3pht4vg,88,1190.300000000745,5,-0.5,,1,NA,1.5,2,1,PFS,16,W,B
2,4,3,5,,,,,2,0,3,1,3pht4vg,89,3630.699999999255,3,0.5,,0,1,1.5,1,0,PFS,16,W,B
2,4,3,5,,,,,2,0,3,1,3pht4vg,89,1429.9000000003725,2,0.5,,0,2,-2.5,2,1,PFS,16,W,B
3,4,4,4,,,,,3,2,1,0,3pht4vg,90,1338.199999999255,5,0.5,,0,NA,-0.5,1,1,PFS,16,W,B
3,4,4,4,,,,,3,2,1,0,3pht4vg,90,3478.2000000011176,4,-0.5,,0,2,-0.5,2,1,PFS,16,W,B
5,1,1,3,,,,,3,1,0,2,3pht4vg,91,1037.800000000745,5,-0.5,,1,NA,1.5,1,1,PFS,16,W,B
5,1,1,3,,,,,3,1,0,2,3pht4vg,91,806,1,-0.5,,1,1,3.5,2,1,PFS,16,W,B
3,3,4,3,,,,,3,2,0,1,3pht4vg,92,2394.39999999851,5,-0.5,,1,NA,-1.5,1,0,PFS,16,W,B
3,3,4,3,,,,,3,2,0,1,3pht4vg,92,1061.300000000745,2,-0.5,,1,2,-0.5,2,0,PFS,16,W,B
1,5,5,6,,,,,1,3,0,2,3pht4vg,93,1051.4000000003725,5,0.5,,0,NA,-4.5,1,1,PFS,16,W,B
1,5,5,6,,,,,1,3,0,2,3pht4vg,93,662,4,-0.5,,0,2,-1.5,2,1,PFS,16,W,B
3,5,5,5,,,,,2,3,0,1,3pht4vg,94,940.5999999996275,4,0.5,,0,2,0.5,1,0,PFS,16,W,B
3,5,5,5,,,,,2,3,0,1,3pht4vg,94,869.3000000007451,5,-0.5,,0,NA,-2.5,2,1,PFS,16,W,B
4,1,4,4,,,,,1,3,2,0,3pht4vg,95,1040.4000000003725,5,-0.5,,0,NA,-3.5,1,1,PFS,16,W,B
4,1,4,4,,,,,1,3,2,0,3pht4vg,95,1541.9000000003725,1,0.5,,1,1,0.5,2,1,PFS,16,W,B
4,0,4,6,,,,,0,3,2,1,3pht4vg,96,1244.0999999996275,3,0.5,,0,1,-3.5,1,1,PFS,16,W,B
4,0,4,6,,,,,0,3,2,1,3pht4vg,96,1493.7000000011176,4,0.5,,0,2,-5.5,2,1,PFS,16,W,B
1,4,4,5,,,,,1,3,0,2,3pht4vg,97,1109.5999999996275,3,0.5,,0,1,0.5,1,0,PFS,16,W,B
1,4,4,5,,,,,1,3,0,2,3pht4vg,97,3957.5,5,0.5,,0,NA,-3.5,2,1,PFS,16,W,B
4,3,4,3,,,,,1,3,2,0,3pht4vg,98,3504.4000000003725,1,0.5,,1,1,0.5,1,1,PFS,16,W,B
4,3,4,3,,,,,1,3,2,0,3pht4vg,98,2005.9000000003725,5,0.5,,0,NA,0.5,2,0,PFS,16,W,B
5,5,2,5,,,,,0,2,1,3,3pht4vg,99,2029.300000000745,5,0.5,,0,NA,3.5,1,0,PFS,16,W,B
5,5,2,5,,,,,0,2,1,3,3pht4vg,99,1492.699999999255,3,-0.5,,1,1,2.5,2,1,PFS,16,W,B
5,5,4,4,,,,,0,3,2,1,3pht4vg,100,978.1999999992549,5,-0.5,,1,NA,1.5,1,1,PFS,16,W,B
5,5,4,4,,,,,0,3,2,1,3pht4vg,100,1477.9000000003725,2,0.5,,1,2,1.5,2,1,PFS,16,W,B
4,4,4,3,,,,,2,3,1,0,3pht4vg,101,3668.699999999255,3,-0.5,,0,1,-0.5,1,1,PFS,16,W,B
4,4,4,3,,,,,2,3,1,0,3pht4vg,101,804.4000000003725,1,-0.5,,1,1,-0.5,2,0,PFS,16,W,B
4,3,6,2,,,,,3,2,1,0,3pht4vg,102,761.6999999992549,5,-0.5,,0,NA,-1.5,1,1,PFS,16,W,B
4,3,6,2,,,,,3,2,1,0,3pht4vg,102,1331.800000000745,2,0.5,,1,2,2.5,2,1,PFS,16,W,B
3,1,5,5,,,,,3,1,0,2,3pht4vg,103,941.5,1,0.5,,0,1,-1.5,1,1,PFS,16,W,B
3,1,5,5,,,,,3,1,0,2,3pht4vg,103,662.3000000007451,5,-0.5,,0,NA,-6.5,2,1,PFS,16,W,B
5,3,3,4,,,,,0,1,2,3,3pht4vg,104,1317.7999999988824,4,0.5,,0,2,-0.5,1,1,PFS,16,W,B
5,3,3,4,,,,,0,1,2,3,3pht4vg,104,2500.800000000745,3,0.5,,0,1,0.5,2,0,PFS,16,W,B
4,4,3,4,,,,,2,0,3,1,3pht4vg,105,2089.5,2,0.5,,1,2,0.5,1,1,PFS,16,W,B
4,4,3,4,,,,,2,0,3,1,3pht4vg,105,1334.2000000011176,3,0.5,,1,1,1.5,2,1,PFS,16,W,B
2,3,3,6,,,,,1,0,2,3,3pht4vg,106,835.8000000007451,5,-0.5,,0,NA,-4.5,1,1,PFS,16,W,B
2,3,3,6,,,,,1,0,2,3,3pht4vg,106,1204.7999999988824,3,0.5,,1,1,0.5,2,1,PFS,16,W,B
3,5,3,4,,,,,1,0,3,2,3pht4vg,107,1226.4000000003725,4,-0.5,,0,2,0.5,1,0,PFS,16,W,B
3,5,3,4,,,,,1,0,3,2,3pht4vg,107,550.5999999996275,5,0.5,,0,NA,1.5,2,0,PFS,16,W,B
6,3,3,3,,,,,1,2,0,3,3pht4vg,108,1035.199999999255,5,0.5,,1,NA,3.5,1,1,PFS,16,W,B
6,3,3,3,,,,,1,2,0,3,3pht4vg,108,1669.7999999988824,4,-0.5,,0,2,-0.5,2,1,PFS,16,W,B
4,6,5,4,,,,,1,0,2,3,g5mxweq,1,4255.200000000186,5,0.5,,1,NA,1.5,1,1,PM,14,M,A
4,6,5,4,,,,,1,0,2,3,g5mxweq,1,4492.4000000003725,2,0.5,,1,2,0.5,2,1,PM,14,M,A
2,4,4,5,,,,,0,2,3,1,g5mxweq,2,3530,1,0.5,,0,1,-1.5,1,1,PM,14,M,A
2,4,4,5,,,,,0,2,3,1,g5mxweq,2,4029.5,5,-0.5,,1,NA,-3.5,2,0,PM,14,M,A
1,5,3,2,,,,,1,2,0,3,g5mxweq,3,2925.899999999441,5,-0.5,,0,NA,0.5,1,0,PM,14,M,A
1,5,3,2,,,,,1,2,0,3,g5mxweq,3,3788.2999999998137,4,0.5,,1,2,3.5,2,1,PM,14,M,A
5,2,5,3,,,,,3,2,0,1,g5mxweq,4,2947.5,5,-0.5,,0,NA,-1.5,1,1,PM,14,M,A
5,2,5,3,,,,,3,2,0,1,g5mxweq,4,3132.7999999998137,1,0.5,,1,1,0.5,2,1,PM,14,M,A
3,4,4,3,,,,,2,1,0,3,g5mxweq,5,2966.5,2,0.5,,1,2,0.5,1,1,PM,14,M,A
3,4,4,3,,,,,2,1,0,3,g5mxweq,5,6940.600000000559,5,0.5,,1,NA,0.5,2,1,PM,14,M,A
4,5,4,5,,,,,0,3,2,1,g5mxweq,6,8520.600000000559,4,-0.5,,0,2,-0.5,1,1,PM,14,M,A
4,5,4,5,,,,,0,3,2,1,g5mxweq,6,4002.7999999998137,2,-0.5,,0,2,-1.5,2,1,PM,14,M,A
5,4,3,3,,,,,0,2,1,3,g5mxweq,7,2713.7000000001863,5,-0.5,,1,NA,2.5,1,1,PM,14,M,A
5,4,3,3,,,,,0,2,1,3,g5mxweq,7,3630.199999999255,4,-0.5,,0,2,0.5,2,0,PM,14,M,A
5,4,3,5,,,,,2,1,3,0,g5mxweq,8,2112.399999999441,1,-0.5,,1,1,1.5,1,1,PM,14,M,A
5,4,3,5,,,,,2,1,3,0,g5mxweq,8,1851.0999999996275,2,-0.5,,0,2,-0.5,2,1,PM,14,M,A
4,4,4,4,,,,,3,1,0,2,g5mxweq,9,2005.0999999996275,2,0.5,,1,2,0.5,1,1,PM,14,M,A
4,4,4,4,,,,,3,1,0,2,g5mxweq,9,1292.8999999994412,1,-0.5,,0,1,-0.5,2,1,PM,14,M,A
4,5,2,4,,,,,1,3,0,2,g5mxweq,10,1748,3,0.5,,1,1,3.5,1,1,PM,14,M,A
4,5,2,4,,,,,1,3,0,2,g5mxweq,10,3356.2999999998137,5,-0.5,,1,NA,2.5,2,1,PM,14,M,A
3,4,5,2,,,,,3,0,2,1,g5mxweq,11,1728.7000000001863,1,0.5,,0,1,-1.5,1,1,PM,14,M,A
3,4,5,2,,,,,3,0,2,1,g5mxweq,11,3971.0999999996275,3,0.5,,0,1,-0.5,2,1,PM,14,M,A
3,2,5,6,,,,,0,1,2,3,g5mxweq,12,1272.0999999996275,2,0.5,,0,2,-2.5,1,1,PM,14,M,A
3,2,5,6,,,,,0,1,2,3,g5mxweq,12,4090.7999999998137,4,-0.5,,0,2,-4.5,2,1,PM,14,M,A
3,6,3,4,,,,,2,3,0,1,g5mxweq,13,2174.7000000001863,4,-0.5,,1,2,1.5,1,1,PM,14,M,A
3,6,3,4,,,,,2,3,0,1,g5mxweq,13,4060.0999999996275,5,-0.5,,1,NA,1.5,2,1,PM,14,M,A
3,4,1,2,,,,,2,3,1,0,g5mxweq,14,2121.600000000559,5,0.5,,1,NA,4.5,1,1,PM,14,M,A
3,4,1,2,,,,,2,3,1,0,g5mxweq,14,1738.7000000001863,1,0.5,,1,1,2.5,2,1,PM,14,M,A
4,4,2,5,,,,,3,2,1,0,g5mxweq,15,1923.3999999994412,5,-0.5,,1,NA,0.5,1,1,PM,14,M,A
4,4,2,5,,,,,3,2,1,0,g5mxweq,15,2221,3,-0.5,,1,1,1.5,2,1,PM,14,M,A
4,4,1,4,,,,,1,3,2,0,g5mxweq,16,4800.299999999814,3,0.5,,1,1,3.5,1,1,PM,14,M,A
4,4,1,4,,,,,1,3,2,0,g5mxweq,16,3005.2999999998137,4,0.5,,1,2,0.5,2,1,PM,14,M,A
2,6,5,2,,,,,0,3,1,2,g5mxweq,17,1696.7000000001863,1,-0.5,,0,1,-3.5,1,1,PM,14,M,A
2,6,5,2,,,,,0,3,1,2,g5mxweq,17,2844.5999999996275,5,0.5,,1,NA,1.5,2,1,PM,14,M,A
4,5,3,4,,,,,0,1,3,2,g5mxweq,18,4781.399999999441,2,0.5,,1,2,0.5,1,1,PM,14,M,A
4,5,3,4,,,,,0,1,3,2,g5mxweq,18,875.4000000003725,3,-0.5,,1,1,1.5,2,1,PM,14,M,A
4,5,5,4,,,,,2,0,3,1,g5mxweq,19,3370.399999999441,3,0.5,,1,1,0.5,1,1,PM,14,M,A
4,5,5,4,,,,,2,0,3,1,g5mxweq,19,1294.3999999994412,5,0.5,,1,NA,0.5,2,1,PM,14,M,A
4,5,4,6,,,,,3,0,1,2,g5mxweq,20,1908.2999999998137,4,0.5,,0,2,-0.5,1,1,PM,14,M,A
4,5,4,6,,,,,3,0,1,2,g5mxweq,20,1853.2999999998137,5,-0.5,,0,NA,-1.5,2,1,PM,14,M,A
3,4,5,3,,,,,1,2,3,0,g5mxweq,21,1858.3999999994412,3,0.5,,1,1,-0.5,1,0,PM,14,M,A
3,4,5,3,,,,,1,2,3,0,g5mxweq,21,1514.300000000745,5,0.5,,1,NA,-0.5,2,0,PM,14,M,A
3,4,2,5,,,,,2,0,1,3,g5mxweq,22,3310.2000000001863,3,0.5,,1,1,2.5,1,1,PM,14,M,A
3,4,2,5,,,,,2,0,1,3,g5mxweq,22,2685,1,0.5,,1,1,1.5,2,1,PM,14,M,A
1,3,4,4,,,,,1,0,3,2,g5mxweq,23,2604.5,5,0.5,,0,NA,-3.5,1,1,PM,14,M,A
1,3,4,4,,,,,1,0,3,2,g5mxweq,23,2850.2000000001863,2,0.5,,0,2,-2.5,2,1,PM,14,M,A
3,2,2,2,,,,,3,1,2,0,g5mxweq,24,2854.5,1,-0.5,,0,1,0.5,1,0,PM,14,M,A
3,2,2,2,,,,,3,1,2,0,g5mxweq,24,2589.7999999998137,5,0.5,,1,NA,1.5,2,1,PM,14,M,A
3,5,3,0,,,,,2,0,3,1,g5mxweq,25,1740.4000000003725,5,0.5,,1,NA,5.5,1,1,PM,14,M,A
3,5,3,0,,,,,2,0,3,1,g5mxweq,25,1294.2000000001863,4,0.5,,1,2,5.5,2,1,PM,14,M,A
4,5,5,5,,,,,0,1,2,3,g5mxweq,26,2328.5,1,-0.5,,0,1,-1.5,1,1,PM,14,M,A
4,5,5,5,,,,,0,1,2,3,g5mxweq,26,2450.2999999998137,4,-0.5,,1,2,-0.5,2,0,PM,14,M,A
6,2,5,4,,,,,1,3,2,0,g5mxweq,27,2447.5,3,0.5,,0,1,-2.5,1,1,PM,14,M,A
6,2,5,4,,,,,1,3,2,0,g5mxweq,27,3166.5999999996275,2,-0.5,,1,2,1.5,2,1,PM,14,M,A
4,2,6,2,,,,,3,1,2,0,g5mxweq,28,2919.100000000559,5,-0.5,,0,NA,-2.5,1,1,PM,14,M,A
4,2,6,2,,,,,3,1,2,0,g5mxweq,28,2382.4000000003725,2,0.5,,1,2,2.5,2,1,PM,14,M,A
2,4,2,3,,,,,0,1,3,2,g5mxweq,29,1433.5,5,0.5,,1,NA,1.5,1,1,PM,14,M,A
2,4,2,3,,,,,0,1,3,2,g5mxweq,29,2058,1,0.5,,1,1,0.5,2,1,PM,14,M,A
3,3,5,3,,,,,0,2,3,1,g5mxweq,30,2113.9000000003725,5,0.5,,0,NA,-1.5,1,1,PM,14,M,A
3,3,5,3,,,,,0,2,3,1,g5mxweq,30,3661.4000000003725,3,-0.5,,0,1,-2.5,2,1,PM,14,M,A
3,3,4,4,,,,,0,2,1,3,g5mxweq,31,4606.4000000003725,2,-0.5,,0,2,-1.5,1,1,PM,14,M,A
3,3,4,4,,,,,0,2,1,3,g5mxweq,31,830.9000000003725,5,-0.5,,0,NA,-2.5,2,1,PM,14,M,A
2,5,5,3,,,,,1,2,3,0,g5mxweq,32,1994.2999999998137,4,0.5,,1,2,2.5,1,1,PM,14,M,A
2,5,5,3,,,,,1,2,3,0,g5mxweq,32,3386.7999999998137,1,-0.5,,0,1,-3.5,2,1,PM,14,M,A
5,5,5,4,,,,,3,1,0,2,g5mxweq,33,4985.5,4,0.5,,1,2,1.5,1,1,PM,14,M,A
5,5,5,4,,,,,3,1,0,2,g5mxweq,33,1288,5,0.5,,1,NA,1.5,2,1,PM,14,M,A
3,5,5,5,,,,,2,1,0,3,g5mxweq,34,2048.100000000559,2,-0.5,,0,2,-2.5,1,1,PM,14,M,A
3,5,5,5,,,,,2,1,0,3,g5mxweq,34,1581.1000000005588,5,-0.5,,0,NA,-2.5,2,1,PM,14,M,A
4,5,4,4,,,,,1,2,0,3,g5mxweq,35,3783.4000000003725,4,-0.5,,1,2,0.5,1,1,PM,14,M,A
4,5,4,4,,,,,1,2,0,3,g5mxweq,35,970.8000000007451,3,0.5,,1,1,1.5,2,1,PM,14,M,A
2,6,3,4,,,,,2,3,0,1,g5mxweq,36,2927,5,-0.5,,1,NA,0.5,1,1,PM,14,M,A
2,6,3,4,,,,,2,3,0,1,g5mxweq,36,986.0999999996275,3,-0.5,,1,1,2.5,2,1,PM,14,M,A
5,4,4,4,,,,,2,1,3,0,g5mxweq,37,4593.0999999996275,1,0.5,,1,1,1.5,1,1,PM,14,M,A
5,4,4,4,,,,,2,1,3,0,g5mxweq,37,1196.0999999996275,5,0.5,,1,NA,1.5,2,1,PM,14,M,A
6,2,2,3,,,,,3,0,2,1,g5mxweq,38,3725.2000000001863,1,0.5,,1,1,4.5,1,1,PM,14,M,A
6,2,2,3,,,,,3,0,2,1,g5mxweq,38,3466.9000000003725,5,-0.5,,0,NA,2.5,2,0,PM,14,M,A
6,3,3,3,,,,,2,0,1,3,g5mxweq,39,4285.200000000186,1,-0.5,,1,1,2.5,1,1,PM,14,M,A
6,3,3,3,,,,,2,0,1,3,g5mxweq,39,2527.5,4,-0.5,,0,2,-0.5,2,1,PM,14,M,A
3,3,5,2,,,,,1,0,2,3,g5mxweq,40,3137.0999999996275,5,-0.5,,0,NA,-1.5,1,1,PM,14,M,A
3,3,5,2,,,,,1,0,2,3,g5mxweq,40,2173.2999999998137,2,-0.5,,1,2,0.5,2,1,PM,14,M,A
3,5,4,4,,,,,1,0,3,2,g5mxweq,41,3201,2,0.5,,1,2,-0.5,1,0,PM,14,M,A
3,5,4,4,,,,,1,0,3,2,g5mxweq,41,1404.6000000005588,5,-0.5,,1,NA,-0.5,2,0,PM,14,M,A
3,5,3,4,,,,,3,0,1,2,g5mxweq,42,2890.2999999998137,5,-0.5,,1,NA,0.5,1,1,PM,14,M,A
3,5,3,4,,,,,3,0,1,2,g5mxweq,42,7019.9000000003725,4,-0.5,,0,2,0.5,2,0,PM,14,M,A
2,4,5,3,,,,,2,3,1,0,g5mxweq,43,2192.2999999998137,1,-0.5,,0,1,-3.5,1,1,PM,14,M,A
2,4,5,3,,,,,2,3,1,0,g5mxweq,43,1772,3,-0.5,,0,1,-1.5,2,1,PM,14,M,A
4,3,3,5,,,,,3,2,1,0,g5mxweq,44,2596.100000000559,4,0.5,,1,2,-1.5,1,0,PM,14,M,A
4,3,3,5,,,,,3,2,1,0,g5mxweq,44,987.7000000001863,1,0.5,,1,1,1.5,2,1,PM,14,M,A
3,4,5,4,,,,,0,3,2,1,g5mxweq,45,3197.2999999998137,3,0.5,,0,1,-0.5,1,1,PM,14,M,A
3,4,5,4,,,,,0,3,2,1,g5mxweq,45,1852.7000000001863,5,-0.5,,0,NA,-2.5,2,1,PM,14,M,A
4,3,3,3,,,,,3,2,0,1,g5mxweq,46,2297.899999999441,5,0.5,,1,NA,1.5,1,1,PM,14,M,A
4,3,3,3,,,,,3,2,0,1,g5mxweq,46,3054.7000000001863,3,-0.5,,0,1,-0.5,2,1,PM,14,M,A
4,1,5,2,,,,,1,3,0,2,g5mxweq,47,4235.5,2,0.5,,1,2,2.5,1,1,PM,14,M,A
4,1,5,2,,,,,1,3,0,2,g5mxweq,47,2233.5,1,-0.5,,0,1,-1.5,2,1,PM,14,M,A
3,3,4,4,,,,,0,3,1,2,g5mxweq,48,1295.7999999998137,4,-0.5,,0,2,-1.5,1,1,PM,14,M,A
3,3,4,4,,,,,0,3,1,2,g5mxweq,48,2192.7999999998137,5,0.5,,0,NA,-1.5,2,1,PM,14,M,A
6,4,4,2,,,,,1,2,3,0,g5mxweq,49,4522.199999999255,2,0.5,,1,2,4.5,1,1,PM,14,M,A
6,4,4,2,,,,,1,2,3,0,g5mxweq,49,2811.2000000001863,5,0.5,,1,NA,4.5,2,1,PM,14,M,A
4,4,4,4,,,,,3,0,2,1,g5mxweq,50,3787.5,5,-0.5,,0,NA,-0.5,1,1,PM,14,M,A
4,4,4,4,,,,,3,0,2,1,g5mxweq,50,2092.5,2,-0.5,,1,2,-0.5,2,0,PM,14,M,A
4,3,2,5,,,,,1,0,2,3,g5mxweq,51,14209.399999999441,3,-0.5,,1,1,0.5,1,1,PM,14,M,A
4,3,2,5,,,,,1,0,2,3,g5mxweq,51,1481.7000000001863,4,-0.5,,0,2,-2.5,2,1,PM,14,M,A
4,3,3,4,,,,,1,3,2,0,g5mxweq,52,3165.399999999441,5,0.5,,1,NA,0.5,1,1,PM,14,M,A
4,3,3,4,,,,,1,3,2,0,g5mxweq,52,4829,1,0.5,,1,1,1.5,2,1,PM,14,M,A
2,2,6,4,,,,,3,0,1,2,g5mxweq,53,5074.100000000559,3,-0.5,,0,1,-4.5,1,1,PM,14,M,A
2,2,6,4,,,,,3,0,1,2,g5mxweq,53,11160.900000000373,5,-0.5,,1,NA,-6.5,2,0,PM,14,M,A
4,6,3,6,,,,,1,3,0,2,g5mxweq,54,3594.899999999441,5,-0.5,,0,NA,0.5,1,0,PM,14,M,A
4,6,3,6,,,,,1,3,0,2,g5mxweq,54,2430.5,3,-0.5,,1,1,2.5,2,1,PM,14,M,A
4,4,3,5,,,,,3,2,0,1,g5mxweq,55,3591.2000000001863,5,0.5,,1,NA,0.5,1,1,PM,14,M,A
4,4,3,5,,,,,3,2,0,1,g5mxweq,55,3981.5,3,-0.5,,0,1,0.5,2,0,PM,14,M,A
4,4,3,6,,,,,3,1,2,0,g5mxweq,56,4493.399999999441,1,-0.5,,0,1,0.5,1,0,PM,14,M,A
4,4,3,6,,,,,3,1,2,0,g5mxweq,56,6061.200000000186,2,-0.5,,0,2,-2.5,2,1,PM,14,M,A
4,4,4,3,,,,,2,3,0,1,g5mxweq,57,2027.5,5,-0.5,,1,NA,0.5,1,1,PM,14,M,A
4,4,4,3,,,,,2,3,0,1,g5mxweq,57,3595.4000000003725,1,0.5,,1,1,0.5,2,1,PM,14,M,A
5,3,3,1,,,,,3,2,1,0,g5mxweq,58,2234.2000000001863,3,-0.5,,1,1,-0.5,1,0,PM,14,M,A
5,3,3,1,,,,,3,2,1,0,g5mxweq,58,602.7000000001863,1,-0.5,,1,1,1.5,2,1,PM,14,M,A
5,4,4,4,,,,,2,0,3,1,g5mxweq,59,3183,3,0.5,,1,1,0.5,1,1,PM,14,M,A
5,4,4,4,,,,,2,0,3,1,g5mxweq,59,8844.399999999441,5,-0.5,,1,NA,0.5,2,1,PM,14,M,A
4,3,2,4,,,,,3,1,0,2,g5mxweq,60,2511,5,0.5,,1,NA,1.5,1,1,PM,14,M,A
4,3,2,4,,,,,3,1,0,2,g5mxweq,60,3005.100000000559,4,-0.5,,1,2,-1.5,2,0,PM,14,M,A
2,4,3,4,,,,,1,2,0,3,g5mxweq,61,1689.300000000745,5,-0.5,,0,NA,-1.5,1,1,PM,14,M,A
2,4,3,4,,,,,1,2,0,3,g5mxweq,61,1965.5,4,-0.5,,1,2,-0.5,2,0,PM,14,M,A
4,2,3,3,,,,,0,2,1,3,g5mxweq,62,2718.300000000745,1,-0.5,,1,1,0.5,1,1,PM,14,M,A
4,2,3,3,,,,,0,2,1,3,g5mxweq,62,5490.0999999996275,5,-0.5,,1,NA,-0.5,2,0,PM,14,M,A
4,4,4,4,,,,,2,0,1,3,g5mxweq,63,2476.9000000003725,2,0.5,,1,2,0.5,1,1,PM,14,M,A
4,4,4,4,,,,,2,0,1,3,g5mxweq,63,848.5,5,-0.5,,0,NA,-0.5,2,1,PM,14,M,A
2,3,4,1,,,,,0,3,1,2,g5mxweq,64,2017.0999999996275,5,0.5,,0,NA,0.5,1,0,PM,14,M,A
2,3,4,1,,,,,0,3,1,2,g5mxweq,64,670.4000000003725,1,-0.5,,0,1,-2.5,2,1,PM,14,M,A
2,4,6,5,,,,,0,2,3,1,g5mxweq,65,2014.4000000003725,4,0.5,,0,2,-0.5,1,1,PM,14,M,A
2,4,6,5,,,,,0,2,3,1,g5mxweq,65,301.70000000018626,5,0.5,,0,NA,-4.5,2,1,PM,14,M,A
2,3,2,5,,,,,2,1,0,3,g5mxweq,66,1609.2000000001863,5,0.5,,1,NA,-1.5,1,0,PM,14,M,A
2,3,2,5,,,,,2,1,0,3,g5mxweq,66,2444.9000000003725,2,-0.5,,1,2,-3.5,2,0,PM,14,M,A
4,1,3,3,,,,,2,3,1,0,g5mxweq,67,1770.9000000003725,4,-0.5,,0,2,-2.5,1,1,PM,14,M,A
4,1,3,3,,,,,2,3,1,0,g5mxweq,67,1982.4000000003725,3,0.5,,0,1,-1.5,2,1,PM,14,M,A
4,3,4,4,,,,,0,1,2,3,g5mxweq,68,9062,3,-0.5,,0,1,-1.5,1,1,PM,14,M,A
4,3,4,4,,,,,0,1,2,3,g5mxweq,68,7227.4000000003725,2,-0.5,,1,2,-0.5,2,0,PM,14,M,A
2,3,6,3,,,,,2,1,3,0,g5mxweq,69,3102.5,4,-0.5,,0,2,-0.5,1,1,PM,14,M,A
2,3,6,3,,,,,2,1,3,0,g5mxweq,69,1004.9000000003725,5,0.5,,0,NA,-3.5,2,1,PM,14,M,A
5,5,4,5,,,,,0,1,3,2,g5mxweq,70,2143,4,0.5,,1,2,0.5,1,1,PM,14,M,A
5,5,4,5,,,,,0,1,3,2,g5mxweq,70,2539.5,2,-0.5,,0,2,-0.5,2,1,PM,14,M,A
3,5,5,0,,,,,0,3,2,1,g5mxweq,71,4382.800000000745,2,-0.5,,1,2,2.5,1,1,PM,14,M,A
3,5,5,0,,,,,0,3,2,1,g5mxweq,71,1916.3999999994412,3,-0.5,,0,1,-0.5,2,1,PM,14,M,A
4,4,4,2,,,,,1,0,3,2,g5mxweq,72,3610,2,-0.5,,0,2,1.5,1,0,PM,14,M,A
4,4,4,2,,,,,1,0,3,2,g5mxweq,72,1565.2999999998137,4,-0.5,,0,2,1.5,2,0,PM,14,M,A
3,5,3,4,,,,,2,0,1,3,g5mxweq,73,1693.4000000003725,4,-0.5,,1,2,0.5,1,1,PM,14,M,A
3,5,3,4,,,,,2,0,1,3,g5mxweq,73,5260.5999999996275,2,0.5,,0,2,-0.5,2,1,PM,14,M,A
3,3,2,4,,,,,2,1,3,0,g5mxweq,74,16860.199999999255,5,0.5,,1,NA,0.5,1,1,PM,14,M,A
